1:1	요한복음 12:48-49, 골로새서 1:15, 요한 계시록 3:14, 요한 계시록 19:11, 요한 계시록 19:13, 잠언 8:22, 잠언 8:30, 요한복음 17:5, 이사야 9:6, 요한복음 1:18, 요한복음 10:35-36, 빌립보서 2:5-6
12:40	이사야 6:10, 마태복음 13:14, 마가복음 4:11-12, 사도행전 28:27
12:41	이사야 6:1, 이사야 6:8
12:42	요한복음 19:38, 요한복음 7:13, 요한복음 9:22, 요한복음 16:2
12:43	요한복음 5:44
12:44	마태복음 10:40, 마가복음 9:37, 베드로 전서 1:21
12:45	요한복음 14:9
12:46	요한복음 3:19, 요한복음 8:12, 요한복음 9:5, 요한복음 12:35
12:47	요한복음 3:16-17
12:48	신명기 18:18-19
12:49	요한복음 5:19, 요한복음 8:38, 요한복음 14:10
12:50	요한복음 6:40, 요한복음 3:34
